timestamp,load_demand,generation_capacity,outage_count,outage_duration
2024-01-05 01:00:00,188.61,198.09,0,0.0
2024-01-05 02:00:00,216.99,248.69,0,0.0
2024-01-05 03:00:00,224.73,248.54,0,0.0
2024-01-05 04:00:00,256.88,274.6,0,0.0
2024-01-05 05:00:00,255.51,272.88,0,0.0
2024-01-05 06:00:00,244.46,265.82,0,0.0
2024-01-05 07:00:00,256.85,292.76,0,0.0
2024-01-05 08:00:00,240.79,267.64,0,0.0
2024-01-05 09:00:00,232.01,247.27,0,0.0
2024-01-05 10:00:00,217.91,236.26,0,0.0
2024-01-05 11:00:00,188.79,198.4,0,0.0
2024-01-05 12:00:00,179.42,157.62,1,1.744
2024-01-05 13:00:00,160.19,169.66,0,0.0
2024-01-05 14:00:00,142.13,157.37,0,0.0
2024-01-05 15:00:00,128.43,145.52,0,0.0
2024-01-05 16:00:00,116.2,110.55,1,0.452
2024-01-05 17:00:00,108.33,116.42,0,0.0
2024-01-05 18:00:00,112.75,119.36,0,0.0
2024-01-05 19:00:00,102.71,90.69,1,0.962
2024-01-05 20:00:00,128.1,146.04,0,0.0
2024-01-05 21:00:00,132.41,140.9,0,0.0
2024-01-05 22:00:00,140.5,160.57,0,0.0
2024-01-05 23:00:00,154.27,168.47,0,0.0
2024-01-06 00:00:00,173.44,193.32,0,0.0
2024-01-06 01:00:00,197.89,213.47,0,0.0
2024-01-06 02:00:00,213.38,243.92,0,0.0
2024-01-06 03:00:00,243.24,263.59,0,0.0
2024-01-06 04:00:00,240.19,271.18,0,0.0
2024-01-06 05:00:00,250.97,276.32,0,0.0
2024-01-06 06:00:00,248.39,267.28,0,0.0
2024-01-06 07:00:00,246.62,276.48,0,0.0
2024-01-06 08:00:00,236.62,271.9,0,0.0
2024-01-06 09:00:00,241.31,273.94,0,0.0
2024-01-06 10:00:00,221.37,239.65,0,0.0
2024-01-06 11:00:00,194.51,214.93,0,0.0
2024-01-06 12:00:00,164.0,175.28,0,0.0
2024-01-06 13:00:00,181.74,192.93,0,0.0
2024-01-06 14:00:00,130.49,139.84,0,0.0
2024-01-06 15:00:00,132.52,151.2,0,0.0
2024-01-06 16:00:00,96.69,109.92,0,0.0
2024-01-06 17:00:00,110.08,102.61,1,0.597
2024-01-06 18:00:00,113.4,123.03,0,0.0
2024-01-06 19:00:00,99.85,109.15,0,0.0
2024-01-06 20:00:00,97.14,111.32,0,0.0
2024-01-06 21:00:00,118.26,133.61,0,0.0
2024-01-06 22:00:00,144.09,153.09,0,0.0
2024-01-06 23:00:00,173.68,167.73,1,0.476
2024-01-07 00:00:00,176.52,196.77,0,0.0
2024-01-07 01:00:00,208.44,221.97,0,0.0
2024-01-07 02:00:00,238.38,265.87,0,0.0
2024-01-07 03:00:00,248.08,261.6,0,0.0
2024-01-07 04:00:00,250.69,267.12,0,0.0
2024-01-07 05:00:00,248.62,280.68,0,0.0
2024-01-07 06:00:00,248.31,269.7,0,0.0
2024-01-07 07:00:00,250.88,284.63,0,0.0
2024-01-07 08:00:00,247.88,267.34,0,0.0
2024-01-07 09:00:00,230.38,213.39,1,1.359
2024-01-07 10:00:00,223.38,254.49,0,0.0
2024-01-07 11:00:00,187.44,210.21,0,0.0
2024-01-07 12:00:00,183.66,198.0,0,0.0
2024-01-07 13:00:00,163.37,175.33,0,0.0
2024-01-07 14:00:00,130.21,143.21,0,0.0
2024-01-07 15:00:00,105.41,117.83,0,0.0
2024-01-07 16:00:00,98.83,105.3,0,0.0
2024-01-07 17:00:00,86.93,74.11,1,1.026
2024-01-07 18:00:00,94.13,107.78,0,0.0
2024-01-07 19:00:00,98.37,107.93,0,0.0
2024-01-07 20:00:00,124.05,138.64,0,0.0
2024-01-07 21:00:00,132.25,151.91,0,0.0
2024-01-07 22:00:00,154.25,176.56,0,0.0
2024-01-07 23:00:00,169.63,188.18,0,0.0
2024-01-08 00:00:00,184.96,207.77,0,0.0
2024-01-08 01:00:00,223.06,251.91,0,0.0
2024-01-08 02:00:00,209.53,237.01,0,0.0
2024-01-08 03:00:00,228.41,259.42,0,0.0
2024-01-08 04:00:00,260.62,228.98,1,2.531
2024-01-08 05:00:00,251.36,274.27,0,0.0
2024-01-08 06:00:00,251.9,244.52,1,0.59
2024-01-08 07:00:00,271.17,302.58,0,0.0
2024-01-08 08:00:00,243.75,257.02,0,0.0
2024-01-08 09:00:00,238.56,271.85,0,0.0
2024-01-08 10:00:00,220.01,248.9,0,0.0
2024-01-08 11:00:00,212.93,226.58,0,0.0
2024-01-08 12:00:00,175.55,193.3,0,0.0
2024-01-08 13:00:00,163.33,184.57,0,0.0
2024-01-08 14:00:00,130.52,146.42,0,0.0
2024-01-08 15:00:00,117.51,126.59,0,0.0
2024-01-08 16:00:00,114.57,125.62,0,0.0
2024-01-08 17:00:00,100.7,111.32,0,0.0
2024-01-08 18:00:00,101.58,115.44,0,0.0
2024-01-08 19:00:00,101.56,115.72,0,0.0
2024-01-08 20:00:00,119.87,130.89,0,0.0
2024-01-08 21:00:00,125.56,108.23,1,1.386
2024-01-08 22:00:00,133.45,116.98,1,1.317
2024-01-08 23:00:00,152.51,162.65,0,0.0
2024-01-09 00:00:00,199.34,210.39,0,0.0
2024-01-09 01:00:00,191.93,212.31,0,0.0
2024-01-09 02:00:00,214.84,232.14,0,0.0
2024-01-09 03:00:00,247.93,226.11,1,1.745
2024-01-09 04:00:00,253.99,288.78,0,0.0
2024-01-09 05:00:00,257.56,296.04,0,0.0
2024-01-09 06:00:00,253.08,288.66,0,0.0
2024-01-09 07:00:00,267.33,288.05,0,0.0
2024-01-09 08:00:00,240.9,257.89,0,0.0
2024-01-09 09:00:00,239.83,275.61,0,0.0
2024-01-09 10:00:00,231.39,258.69,0,0.0
2024-01-09 11:00:00,210.72,236.02,0,0.0
2024-01-09 12:00:00,175.05,196.46,0,0.0
2024-01-09 13:00:00,144.23,159.59,0,0.0
2024-01-09 14:00:00,147.81,164.49,0,0.0
2024-01-09 15:00:00,122.79,117.9,1,0.391
2024-01-09 16:00:00,106.16,112.9,0,0.0
2024-01-09 17:00:00,106.7,117.5,0,0.0
2024-01-09 18:00:00,89.15,98.51,0,0.0
2024-01-09 19:00:00,112.08,124.33,0,0.0
2024-01-09 20:00:00,118.38,130.84,0,0.0
2024-01-09 21:00:00,130.45,148.6,0,0.0
2024-01-09 22:00:00,135.83,154.88,0,0.0
2024-01-09 23:00:00,160.05,179.11,0,0.0
2024-01-10 00:00:00,177.32,194.21,0,0.0
2024-01-10 01:00:00,186.68,196.45,0,0.0
2024-01-10 02:00:00,222.83,234.75,0,0.0
2024-01-10 03:00:00,247.94,283.12,0,0.0
2024-01-10 04:00:00,255.57,282.04,0,0.0
2024-01-10 05:00:00,241.58,267.87,0,0.0
2024-01-10 06:00:00,260.19,247.09,1,1.048
2024-01-10 07:00:00,261.4,300.12,0,0.0
2024-01-10 08:00:00,247.16,223.76,1,1.872
2024-01-10 09:00:00,241.66,266.85,0,0.0
2024-01-10 10:00:00,214.52,238.57,0,0.0
2024-01-10 11:00:00,198.27,210.29,0,0.0
2024-01-10 12:00:00,191.03,215.1,0,0.0
2024-01-10 13:00:00,148.31,166.33,0,0.0
2024-01-10 14:00:00,143.48,152.49,0,0.0
2024-01-10 15:00:00,137.64,150.0,0,0.0
2024-01-10 16:00:00,102.75,95.85,1,0.552
2024-01-10 17:00:00,97.9,105.49,0,0.0
2024-01-10 18:00:00,103.95,118.28,0,0.0
2024-01-10 19:00:00,95.58,106.67,0,0.0
2024-01-10 20:00:00,111.97,121.88,0,0.0
2024-01-10 21:00:00,135.08,154.1,0,0.0
2024-01-10 22:00:00,142.29,157.61,0,0.0
2024-01-10 23:00:00,178.31,164.91,1,1.072
2024-01-11 00:00:00,171.96,197.06,0,0.0
2024-01-11 01:00:00,214.66,239.14,0,0.0
2024-01-11 02:00:00,221.28,253.83,0,0.0
2024-01-11 03:00:00,240.19,274.27,0,0.0
2024-01-11 04:00:00,254.35,277.25,0,0.0
2024-01-11 05:00:00,255.8,284.64,0,0.0
2024-01-11 06:00:00,268.9,244.63,1,1.942
2024-01-11 07:00:00,256.65,287.42,0,0.0
2024-01-11 08:00:00,243.4,264.63,0,0.0
2024-01-11 09:00:00,246.41,265.65,0,0.0
2024-01-11 10:00:00,221.18,246.35,0,0.0
2024-01-11 11:00:00,213.82,225.04,0,0.0
2024-01-11 12:00:00,181.55,200.96,0,0.0
2024-01-11 13:00:00,159.67,172.44,0,0.0
2024-01-11 14:00:00,133.96,147.48,0,0.0
2024-01-11 15:00:00,130.17,143.82,0,0.0
2024-01-11 16:00:00,116.24,122.54,0,0.0
2024-01-11 17:00:00,88.96,102.3,0,0.0
2024-01-11 18:00:00,77.06,83.95,0,0.0
2024-01-11 19:00:00,106.89,113.02,0,0.0
2024-01-11 20:00:00,103.85,115.26,0,0.0
2024-01-11 21:00:00,127.55,117.8,1,0.781
2024-01-11 22:00:00,149.82,128.37,1,1.716
2024-01-11 23:00:00,141.78,149.51,0,0.0
2024-01-12 00:00:00,183.35,209.81,0,0.0
2024-01-12 01:00:00,195.58,212.89,0,0.0
2024-01-12 02:00:00,217.43,245.8,0,0.0
2024-01-12 03:00:00,229.95,255.59,0,0.0
2024-01-12 04:00:00,254.4,279.31,0,0.0
2024-01-12 05:00:00,266.92,295.18,0,0.0
2024-01-12 06:00:00,267.12,291.19,0,0.0
2024-01-12 07:00:00,230.99,264.87,0,0.0
2024-01-12 08:00:00,259.89,294.86,0,0.0
2024-01-12 09:00:00,225.9,253.09,0,0.0
2024-01-12 10:00:00,190.74,219.31,0,0.0
2024-01-12 11:00:00,199.06,227.55,0,0.0
2024-01-12 12:00:00,170.59,165.49,1,0.408
2024-01-12 13:00:00,177.55,203.18,0,0.0
2024-01-12 14:00:00,162.76,141.5,1,1.701
2024-01-12 15:00:00,122.18,139.07,0,0.0
2024-01-12 16:00:00,114.76,100.81,1,1.117
2024-01-12 17:00:00,100.27,85.93,1,1.147
2024-01-12 18:00:00,114.88,101.83,1,1.043
2024-01-12 19:00:00,115.66,121.59,0,0.0
2024-01-12 20:00:00,123.75,135.14,0,0.0
2024-01-12 21:00:00,136.59,153.67,0,0.0
2024-01-12 22:00:00,140.02,135.12,1,0.392
2024-01-12 23:00:00,155.25,143.1,1,0.972
2024-01-13 00:00:00,193.19,216.41,0,0.0
2024-01-13 01:00:00,204.63,174.75,1,2.391
2024-01-13 02:00:00,227.65,254.66,0,0.0
2024-01-13 03:00:00,205.92,224.79,0,0.0
2024-01-13 04:00:00,265.09,297.72,0,0.0
2024-01-13 05:00:00,255.2,293.2,0,0.0
2024-01-13 06:00:00,243.05,274.81,0,0.0
2024-01-13 07:00:00,269.78,295.15,0,0.0
2024-01-13 08:00:00,255.35,290.54,0,0.0
2024-01-13 09:00:00,250.23,274.76,0,0.0
2024-01-13 10:00:00,225.36,254.57,0,0.0
2024-01-13 11:00:00,179.6,189.5,0,0.0
2024-01-13 12:00:00,175.88,194.87,0,0.0
2024-01-13 13:00:00,155.53,174.58,0,0.0
2024-01-13 14:00:00,150.05,159.52,0,0.0
2024-01-13 15:00:00,128.21,142.56,0,0.0
2024-01-13 16:00:00,125.51,133.08,0,0.0
2024-01-13 17:00:00,93.61,104.16,0,0.0
2024-01-13 18:00:00,101.54,116.4,0,0.0
2024-01-13 19:00:00,110.36,116.2,0,0.0
2024-01-13 20:00:00,99.57,113.96,0,0.0
2024-01-13 21:00:00,107.08,92.29,1,1.183
2024-01-13 22:00:00,154.0,135.73,1,1.461
2024-01-13 23:00:00,153.37,175.86,0,0.0
2024-01-14 00:00:00,174.09,153.02,1,1.685
2024-01-14 01:00:00,214.51,237.23,0,0.0
2024-01-14 02:00:00,206.91,220.77,0,0.0
2024-01-14 03:00:00,245.93,280.5,0,0.0
2024-01-14 04:00:00,258.41,273.82,0,0.0
2024-01-14 05:00:00,261.98,281.5,0,0.0
2024-01-14 06:00:00,252.91,280.02,0,0.0
2024-01-14 07:00:00,269.88,294.28,0,0.0
2024-01-14 08:00:00,249.71,282.52,0,0.0
2024-01-14 09:00:00,233.5,264.39,0,0.0
2024-01-14 10:00:00,221.11,234.46,0,0.0
2024-01-14 11:00:00,167.29,178.76,0,0.0
2024-01-14 12:00:00,170.24,185.43,0,0.0
2024-01-14 13:00:00,143.22,159.45,0,0.0
2024-01-14 14:00:00,131.74,145.61,0,0.0
2024-01-14 15:00:00,121.74,132.53,0,0.0
2024-01-14 16:00:00,96.46,110.02,0,0.0
2024-01-14 17:00:00,117.48,133.16,0,0.0
2024-01-14 18:00:00,82.62,94.55,0,0.0
2024-01-14 19:00:00,105.26,114.46,0,0.0
2024-01-14 20:00:00,102.86,116.19,0,0.0
2024-01-14 21:00:00,110.15,122.16,0,0.0
2024-01-14 22:00:00,143.15,164.21,0,0.0
2024-01-14 23:00:00,161.8,172.86,0,0.0
2024-01-15 00:00:00,156.97,174.29,0,0.0
2024-01-15 01:00:00,208.28,235.33,0,0.0
2024-01-15 02:00:00,208.49,233.69,0,0.0
2024-01-15 03:00:00,235.12,254.14,0,0.0
2024-01-15 04:00:00,256.29,286.72,0,0.0
2024-01-15 05:00:00,252.73,279.89,0,0.0
2024-01-15 06:00:00,240.17,270.58,0,0.0
2024-01-15 07:00:00,268.03,296.39,0,0.0
2024-01-15 08:00:00,250.06,280.65,0,0.0
2024-01-15 09:00:00,218.69,193.13,1,2.045
2024-01-15 10:00:00,220.77,202.9,1,1.429
2024-01-15 11:00:00,210.24,190.03,1,1.617
2024-01-15 12:00:00,182.85,173.7,1,0.731
2024-01-15 13:00:00,144.83,156.2,0,0.0
2024-01-15 14:00:00,129.35,143.65,0,0.0
2024-01-15 15:00:00,122.91,135.64,0,0.0
2024-01-15 16:00:00,108.25,119.03,0,0.0
2024-01-15 17:00:00,111.63,119.99,0,0.0
2024-01-15 18:00:00,82.51,71.2,1,0.905
2024-01-15 19:00:00,92.64,104.72,0,0.0
2024-01-15 20:00:00,100.1,110.18,0,0.0
2024-01-15 21:00:00,129.13,146.29,0,0.0
2024-01-15 22:00:00,141.11,123.74,1,1.389
2024-01-15 23:00:00,163.78,183.93,0,0.0
2024-01-16 00:00:00,169.6,185.61,0,0.0
2024-01-16 01:00:00,209.73,231.77,0,0.0
2024-01-16 02:00:00,219.36,244.49,0,0.0
2024-01-16 03:00:00,212.59,223.5,0,0.0
2024-01-16 04:00:00,237.84,265.44,0,0.0
2024-01-16 05:00:00,248.35,276.18,0,0.0
2024-01-16 06:00:00,249.9,279.31,0,0.0
2024-01-16 07:00:00,266.35,297.19,0,0.0
2024-01-16 08:00:00,247.79,273.82,0,0.0
2024-01-16 09:00:00,213.33,230.58,0,0.0
2024-01-16 10:00:00,230.25,252.22,0,0.0
2024-01-16 11:00:00,186.77,199.9,0,0.0
2024-01-16 12:00:00,178.4,190.6,0,0.0
2024-01-16 13:00:00,162.74,176.35,0,0.0
2024-01-16 14:00:00,125.19,116.54,1,0.692
2024-01-16 15:00:00,124.08,133.67,0,0.0
2024-01-16 16:00:00,103.85,118.95,0,0.0
2024-01-16 17:00:00,94.37,105.67,0,0.0
2024-01-16 18:00:00,100.13,107.93,0,0.0
2024-01-16 19:00:00,108.2,120.82,0,0.0
2024-01-16 20:00:00,121.26,104.51,1,1.34
2024-01-16 21:00:00,127.51,135.75,0,0.0
2024-01-16 22:00:00,133.02,147.93,0,0.0
2024-01-16 23:00:00,166.34,178.4,0,0.0
2024-01-17 00:00:00,185.03,209.81,0,0.0
2024-01-17 01:00:00,204.96,224.47,0,0.0
2024-01-17 02:00:00,236.78,219.39,1,1.392
2024-01-17 03:00:00,236.81,251.87,0,0.0
2024-01-17 04:00:00,270.54,296.75,0,0.0
2024-01-17 05:00:00,262.41,286.26,0,0.0
2024-01-17 06:00:00,258.49,292.27,0,0.0
2024-01-17 07:00:00,260.0,283.75,0,0.0
2024-01-17 08:00:00,252.11,240.24,1,0.949
2024-01-17 09:00:00,235.98,222.94,1,1.043
2024-01-17 10:00:00,204.39,221.68,0,0.0
2024-01-17 11:00:00,204.22,232.02,0,0.0
2024-01-17 12:00:00,197.62,213.68,0,0.0
2024-01-17 13:00:00,156.71,175.83,0,0.0
2024-01-17 14:00:00,142.14,151.97,0,0.0
2024-01-17 15:00:00,122.86,131.12,0,0.0
2024-01-17 16:00:00,114.19,128.81,0,0.0
2024-01-17 17:00:00,96.08,105.64,0,0.0
2024-01-17 18:00:00,94.92,100.66,0,0.0
2024-01-17 19:00:00,105.75,118.52,0,0.0
2024-01-17 20:00:00,119.24,136.47,0,0.0
2024-01-17 21:00:00,123.76,140.89,0,0.0
2024-01-17 22:00:00,133.31,143.44,0,0.0
2024-01-17 23:00:00,174.52,200.31,0,0.0
2024-01-18 00:00:00,163.96,184.1,0,0.0
2024-01-18 01:00:00,211.83,226.22,0,0.0
2024-01-18 02:00:00,229.42,246.25,0,0.0
2024-01-18 03:00:00,236.99,215.02,1,1.758
2024-01-18 04:00:00,253.88,271.13,0,0.0
2024-01-18 05:00:00,259.53,287.65,0,0.0
2024-01-18 06:00:00,240.97,264.27,0,0.0
2024-01-18 07:00:00,263.7,298.26,0,0.0
2024-01-18 08:00:00,247.04,271.4,0,0.0
2024-01-18 09:00:00,229.93,200.34,1,2.367
2024-01-18 10:00:00,213.15,233.98,0,0.0
2024-01-18 11:00:00,195.3,217.05,0,0.0
2024-01-18 12:00:00,172.05,194.35,0,0.0
2024-01-18 13:00:00,170.38,161.46,1,0.714
2024-01-18 14:00:00,136.09,143.76,0,0.0
2024-01-18 15:00:00,124.96,119.26,1,0.456
2024-01-18 16:00:00,112.63,123.73,0,0.0
2024-01-18 17:00:00,92.44,104.51,0,0.0
2024-01-18 18:00:00,113.85,122.78,0,0.0
2024-01-18 19:00:00,110.98,116.96,0,0.0
2024-01-18 20:00:00,118.54,130.48,0,0.0
2024-01-18 21:00:00,121.24,131.45,0,0.0
2024-01-18 22:00:00,136.76,121.96,1,1.184
2024-01-18 23:00:00,154.73,176.43,0,0.0
2024-01-19 00:00:00,195.48,218.59,0,0.0
2024-01-19 01:00:00,220.51,213.84,1,0.534
2024-01-19 02:00:00,215.69,194.13,1,1.724
2024-01-19 03:00:00,248.02,280.94,0,0.0
2024-01-19 04:00:00,238.64,268.18,0,0.0
2024-01-19 05:00:00,259.42,286.43,0,0.0
2024-01-19 06:00:00,263.46,281.14,0,0.0
2024-01-19 07:00:00,267.64,293.0,0,0.0
2024-01-19 08:00:00,247.08,281.27,0,0.0
2024-01-19 09:00:00,249.37,286.51,0,0.0
2024-01-19 10:00:00,213.19,243.04,0,0.0
2024-01-19 11:00:00,202.64,182.2,1,1.635
2024-01-19 12:00:00,181.15,206.89,0,0.0
2024-01-19 13:00:00,147.33,164.55,0,0.0
2024-01-19 14:00:00,134.59,115.83,1,1.5
2024-01-19 15:00:00,109.11,118.11,0,0.0
2024-01-19 16:00:00,111.75,119.37,0,0.0
2024-01-19 17:00:00,115.32,124.63,0,0.0
2024-01-19 18:00:00,84.61,97.06,0,0.0
2024-01-19 19:00:00,99.63,113.13,0,0.0
2024-01-19 20:00:00,113.69,120.78,0,0.0
2024-01-19 21:00:00,121.58,138.19,0,0.0
2024-01-19 22:00:00,119.22,136.02,0,0.0
2024-01-19 23:00:00,144.36,161.73,0,0.0
2024-01-20 00:00:00,167.48,183.75,0,0.0
2024-01-20 01:00:00,181.64,192.51,0,0.0
2024-01-20 02:00:00,225.58,258.85,0,0.0
2024-01-20 03:00:00,236.32,271.18,0,0.0
2024-01-20 04:00:00,245.33,282.06,0,0.0
2024-01-20 05:00:00,266.21,294.34,0,0.0
2024-01-20 06:00:00,270.89,285.93,0,0.0
2024-01-20 07:00:00,282.39,318.18,0,0.0
2024-01-20 08:00:00,256.92,250.37,1,0.524
2024-01-20 09:00:00,248.1,272.21,0,0.0
2024-01-20 10:00:00,221.85,249.03,0,0.0
2024-01-20 11:00:00,201.48,227.84,0,0.0
2024-01-20 12:00:00,173.67,188.0,0,0.0
2024-01-20 13:00:00,151.11,166.52,0,0.0
2024-01-20 14:00:00,155.23,178.07,0,0.0
2024-01-20 15:00:00,131.86,140.9,0,0.0
2024-01-20 16:00:00,117.68,134.69,0,0.0
2024-01-20 17:00:00,106.26,119.77,0,0.0
2024-01-20 18:00:00,100.6,114.66,0,0.0
2024-01-20 19:00:00,107.3,122.43,0,0.0
2024-01-20 20:00:00,115.24,121.67,0,0.0
2024-01-20 21:00:00,125.96,142.11,0,0.0
2024-01-20 22:00:00,122.49,137.63,0,0.0
2024-01-20 23:00:00,153.95,137.18,1,1.342
2024-01-21 00:00:00,183.97,198.92,0,0.0
2024-01-21 01:00:00,196.68,210.01,0,0.0
2024-01-21 02:00:00,231.72,258.02,0,0.0
2024-01-21 03:00:00,211.08,183.29,1,2.223
2024-01-21 04:00:00,256.62,292.16,0,0.0
2024-01-21 05:00:00,261.13,289.5,0,0.0
2024-01-21 06:00:00,274.79,256.07,1,1.497
2024-01-21 07:00:00,262.53,247.5,1,1.203
2024-01-21 08:00:00,245.44,232.18,1,1.061
2024-01-21 09:00:00,231.24,262.59,0,0.0
2024-01-21 10:00:00,203.99,224.91,0,0.0
2024-01-21 11:00:00,206.24,231.91,0,0.0
2024-01-21 12:00:00,185.94,208.63,0,0.0
2024-01-21 13:00:00,165.04,178.85,0,0.0
2024-01-21 14:00:00,136.99,150.46,0,0.0
2024-01-21 15:00:00,114.99,128.91,0,0.0
2024-01-21 16:00:00,94.35,106.53,0,0.0
2024-01-21 17:00:00,106.29,91.69,1,1.168
2024-01-21 18:00:00,101.02,98.93,1,0.167
2024-01-21 19:00:00,95.14,105.54,0,0.0
2024-01-21 20:00:00,106.4,115.94,0,0.0
2024-01-21 21:00:00,124.78,137.07,0,0.0
2024-01-21 22:00:00,125.33,137.28,0,0.0
2024-01-21 23:00:00,155.18,166.28,0,0.0
2024-01-22 00:00:00,189.04,203.89,0,0.0
2024-01-22 01:00:00,217.94,236.66,0,0.0
2024-01-22 02:00:00,210.25,233.7,0,0.0
2024-01-22 03:00:00,239.97,259.12,0,0.0
2024-01-22 04:00:00,255.13,288.64,0,0.0
2024-01-22 05:00:00,257.62,293.53,0,0.0
2024-01-22 06:00:00,266.54,286.38,0,0.0
2024-01-22 07:00:00,255.61,271.13,0,0.0
2024-01-22 08:00:00,248.47,269.21,0,0.0
2024-01-22 09:00:00,233.43,247.91,0,0.0
2024-01-22 10:00:00,219.99,236.69,0,0.0
2024-01-22 11:00:00,217.97,191.96,1,2.081
