timestamp,temperature,rainfall,humidity,wind_speed
03-01-2024 05:00,25.32,0,74.75,10.41
03-01-2024 06:00,26.05,0,73.01,7.72
03-01-2024 07:00,26,0.11,62.07,7.1
03-01-2024 08:00,23.44,0.28,66.3,8
03-01-2024 09:00,24.33,0.03,68.71,9.2
03-01-2024 10:00,25.39,0,69.59,5.11
03-01-2024 11:00,26.45,0,73.07,3.41
03-01-2024 12:00,24.36,0.09,70.87,6.9
03-01-2024 13:00,24.89,0,63.31,5.56
03-01-2024 14:00,23.6,0.04,71.89,6.98
03-01-2024 15:00,23.56,0,73.05,7.7
03-01-2024 16:00,26.66,0.17,72.8,7.09
03-01-2024 17:00,27.56,0,75.4,10.9
03-01-2024 18:00,25.5,0.03,74.17,8.65
03-01-2024 19:00,27.2,0,72.29,8.6
03-01-2024 20:00,26.32,0.06,69.64,9.24
03-01-2024 21:00,24.89,0,61.68,5.72
03-01-2024 22:00,26.48,0.02,72.13,10.08
03-01-2024 23:00,28.33,0.01,71.01,7.85
04-01-2024 00:00,26.04,0.01,71.32,9.34
04-01-2024 01:00,28.52,0.04,63.57,5.86
04-01-2024 02:00,22.32,0.08,64.54,4.89
04-01-2024 03:00,27.56,0.18,75.19,9.64
04-01-2024 04:00,26.52,0,69.72,8.75
04-01-2024 05:00,26.02,0.2,73.3,6.2
04-01-2024 06:00,26.67,0,70.02,6.26
04-01-2024 07:00,23.62,0,70.01,10.25
04-01-2024 08:00,26.34,0,74.53,5.62
04-01-2024 09:00,27.27,0,67.23,11.29
04-01-2024 10:00,29.01,0.16,70.27,6.2
04-01-2024 11:00,26.08,0.1,67.45,9.28
04-01-2024 12:00,25.7,0.16,67.56,7.34
04-01-2024 13:00,26.22,0,68.16,9.21
04-01-2024 14:00,28.41,0,70.78,6.91
04-01-2024 15:00,27.58,0,67.25,7.67
04-01-2024 16:00,26.35,0,75.89,8.08
04-01-2024 17:00,27.96,0,65.1,6
04-01-2024 18:00,27.39,0,68.6,9.48
04-01-2024 19:00,28.75,0,67.3,6.97
04-01-2024 20:00,26.29,0.03,76.69,7.54
04-01-2024 21:00,26.9,0.12,70.4,6.01
04-01-2024 22:00,26.84,1.13,74.53,2.88
04-01-2024 23:00,25.28,0.39,61.9,7.62
05-01-2024 00:00,27.96,0.06,70.62,12.83
05-01-2024 01:00,27.95,0,73.69,9.57
05-01-2024 02:00,27.6,0.05,69.6,7.96
05-01-2024 03:00,27.28,0.16,74.47,7.47
05-01-2024 04:00,25.54,0,66.5,8.04
05-01-2024 05:00,27.07,0,76.08,9.09
05-01-2024 06:00,27.21,0.22,80.48,5.64
05-01-2024 07:00,26.55,0,67.11,10.23
05-01-2024 08:00,27.54,0.02,66.64,9.43
05-01-2024 09:00,28.42,0.03,76.08,9.44
05-01-2024 10:00,30.67,0,76.65,8.88
05-01-2024 11:00,28.12,0,66.07,8.04
05-01-2024 12:00,28.27,0,66.52,9.35
05-01-2024 13:00,27.79,0,67.15,9.18
05-01-2024 14:00,25.04,0,61.77,7.29
05-01-2024 15:00,27.89,0.21,63.83,6.85
05-01-2024 16:00,28.04,0,63.34,8.2
05-01-2024 17:00,31.65,0,64.45,11.1
05-01-2024 18:00,27.68,0,68.04,5.52
05-01-2024 19:00,28.43,0.41,69.32,5.06
05-01-2024 20:00,27.94,0,75.82,8.33
05-01-2024 21:00,26.24,0,63,8.1
05-01-2024 22:00,29.71,0.26,72.84,8.35
05-01-2024 23:00,29.13,0.22,66.77,8.49
06-01-2024 00:00,29.19,0,67.51,7.55
06-01-2024 01:00,26.63,0.17,71.05,10.98
06-01-2024 02:00,30.1,0,61.98,4.8
06-01-2024 03:00,25.89,0,69.42,6.34
06-01-2024 04:00,28.87,0,68.26,7.79
06-01-2024 05:00,31.26,0,69.8,4.71
06-01-2024 06:00,26.48,0.11,68.7,7.65
06-01-2024 07:00,27.11,0,79.44,11.32
06-01-2024 08:00,28.09,0,63.89,8.04
06-01-2024 09:00,27.17,0.11,64.33,8.46
06-01-2024 10:00,25.59,0.14,63.77,5.48
06-01-2024 11:00,28,0,64.02,6.77
06-01-2024 12:00,26.28,0.04,63.51,7.25
06-01-2024 13:00,28.56,0,72.55,7.36
06-01-2024 14:00,26.45,0.13,73.61,10.56
06-01-2024 15:00,30.13,0.06,63.55,9.12
06-01-2024 16:00,26.6,0.48,62.14,5.78
06-01-2024 17:00,27.26,0,68.56,8.49
06-01-2024 18:00,28.94,0,63.34,9
06-01-2024 19:00,25.84,0,69.16,10.28
06-01-2024 20:00,27.99,0,66.9,11.16
06-01-2024 21:00,29.58,0,58.2,5.97
06-01-2024 22:00,25.17,0.32,73.41,6.38
06-01-2024 23:00,27.82,0,74.55,5.48
07-01-2024 00:00,27.89,0,62.39,7.53
07-01-2024 01:00,28.63,0.13,63.41,8.93
07-01-2024 02:00,25.56,0,66.66,9.97
07-01-2024 03:00,25.39,0.15,66.79,7.85
07-01-2024 04:00,28.11,0,68.3,7.36
07-01-2024 05:00,27.72,0,74.94,8.3
07-01-2024 06:00,27.6,0,63.88,6.33
07-01-2024 07:00,27.7,0,60.66,12.18
07-01-2024 08:00,26.1,0.32,57.63,4.78
07-01-2024 09:00,27.42,0,60.76,8.37
07-01-2024 10:00,27.45,0,64.12,12.05
07-01-2024 11:00,25.88,0,73.14,8.01
07-01-2024 12:00,29.7,0,61.45,7.62
07-01-2024 13:00,27.55,0.31,65.04,7.29
07-01-2024 14:00,24.99,0,63.71,7.64
07-01-2024 15:00,27.7,0.07,69.61,10.75
07-01-2024 16:00,25.18,0.51,76.17,3.58
07-01-2024 17:00,27.76,0.01,60.75,11.07
07-01-2024 18:00,28.25,0.4,60.83,5.15
07-01-2024 19:00,25.21,0,68.37,7.47
07-01-2024 20:00,27.82,0,66.42,7.14
07-01-2024 21:00,26.92,0,72.11,9.18
07-01-2024 22:00,27.46,0.11,65.67,4.8
07-01-2024 23:00,28.99,0.65,60.81,8.92
08-01-2024 00:00,25.7,0,65.43,12.05
08-01-2024 01:00,24.86,0.06,67.88,5.27
08-01-2024 02:00,24.58,0,66.3,8.38
08-01-2024 03:00,24.61,0.02,64.6,6.68
08-01-2024 04:00,25.64,0,67.25,8.85
08-01-2024 05:00,26.18,0.57,67.63,8.04
08-01-2024 06:00,26,0.04,68.55,6.72
08-01-2024 07:00,26.74,0,64.74,8.98
08-01-2024 08:00,25.43,0,60.52,11.61
08-01-2024 09:00,27.5,0,61.94,7.62
08-01-2024 10:00,24.83,0,67.09,9.44
08-01-2024 11:00,29.22,0,56.83,5.41
08-01-2024 12:00,25.99,0.23,62.61,6.09
08-01-2024 13:00,23.67,0.01,58.65,8.94
08-01-2024 14:00,23.25,0,60.62,10.97
08-01-2024 15:00,25.49,0,66.72,8.71
08-01-2024 16:00,24.33,0.24,61.13,7.37
08-01-2024 17:00,25.64,0.11,60.26,8
08-01-2024 18:00,25.18,0,53.07,5.5
08-01-2024 19:00,24.26,0.1,63.45,9.21
08-01-2024 20:00,23,0.01,62.79,9.76
08-01-2024 21:00,21.89,0,70.23,7.1
08-01-2024 22:00,23.39,0,57.72,7.06
08-01-2024 23:00,25.24,0,60.2,8.53
09-01-2024 00:00,24.17,0,60.19,7.13
09-01-2024 01:00,21.87,0.43,66.68,7.87
09-01-2024 02:00,23.89,0.23,58.16,12.2
09-01-2024 03:00,24.1,0.07,59.87,7.51
09-01-2024 04:00,22.09,0,61.35,7.28
09-01-2024 05:00,23.54,0,59.09,6.7
09-01-2024 06:00,23.28,0.06,55.76,9.49
09-01-2024 07:00,21.37,0.01,58.81,7.64
09-01-2024 08:00,23.51,0,63.04,6.7
09-01-2024 09:00,23.7,0,52.38,10.64
09-01-2024 10:00,24.36,0.18,58.02,10.84
09-01-2024 11:00,24.2,0,53.69,6.8
09-01-2024 12:00,20.44,0,63,4.27
09-01-2024 13:00,20.98,0.16,49.24,10.02
09-01-2024 14:00,23.04,0,53.9,6.63
09-01-2024 15:00,22.92,0,58.42,9.58
09-01-2024 16:00,22.81,0,64.19,4.06
09-01-2024 17:00,27.69,0,55.87,9.79
09-01-2024 18:00,22.65,0.13,53.26,5.58
09-01-2024 19:00,23.37,0,65.27,9.46
09-01-2024 20:00,22.98,0,48.46,8.03
09-01-2024 21:00,22.4,0.27,44.54,6.09
09-01-2024 22:00,20.83,0.27,57.56,7.19
09-01-2024 23:00,22.32,0.26,52.68,9.37
10-01-2024 00:00,19.89,0,49.92,8.21
10-01-2024 01:00,20.57,0,58.4,9.17
10-01-2024 02:00,20.07,0.69,55.91,11.95
10-01-2024 03:00,20.8,0.15,51.7,4.87
10-01-2024 04:00,24.02,0,47.94,11.23
10-01-2024 05:00,17.62,0,58.54,8.21
10-01-2024 06:00,21.32,0,57.26,6.2
10-01-2024 07:00,17.75,0.33,53.34,5.34
10-01-2024 08:00,19.33,0,62.89,7.62
10-01-2024 09:00,21.54,0,48.14,9.84
10-01-2024 10:00,19.88,0,45.69,7.74
10-01-2024 11:00,18.04,0.06,49.69,11.02
10-01-2024 12:00,18.45,0.2,52.74,5.1
10-01-2024 13:00,20.41,0,54.02,7.98
10-01-2024 14:00,18.17,0.15,51.42,5.5
10-01-2024 15:00,19.46,0.52,54.21,8.73
10-01-2024 16:00,19.07,0,46.02,9.77
10-01-2024 17:00,17.9,0,59.32,7.16
10-01-2024 18:00,21.96,0,51.52,2.79
10-01-2024 19:00,19.56,0.16,57.34,8.4
10-01-2024 20:00,15.44,0.02,53.3,8.87
10-01-2024 21:00,18.63,0.05,53.69,8.81
10-01-2024 22:00,17.23,0.17,54.08,10.47
10-01-2024 23:00,19.37,0,53.3,5.86
11-01-2024 00:00,16.77,0.34,54.1,9.36
11-01-2024 01:00,17.65,0,57.36,10.39
11-01-2024 02:00,18.45,0,51.52,4.44
11-01-2024 03:00,18.86,0.09,53.91,8.64
11-01-2024 04:00,15.63,0.17,49.74,6.99
11-01-2024 05:00,16.8,0,57.21,7.84
11-01-2024 06:00,16.46,0.24,46.46,8.7
11-01-2024 07:00,16.06,0.32,58.67,7.03
11-01-2024 08:00,19.56,0,49.29,6.65
11-01-2024 09:00,17.39,0.67,42.16,8.07
11-01-2024 10:00,14.76,0,49.78,5.83
11-01-2024 11:00,17.9,0,45.56,5.83
11-01-2024 12:00,19.57,0,52.99,9.36
11-01-2024 13:00,17.81,0.3,45.35,5.7
11-01-2024 14:00,13.85,0.06,46.21,9.33
11-01-2024 15:00,15.28,0,38.82,8.93
11-01-2024 16:00,17.78,0,45.83,4.55
11-01-2024 17:00,14.69,0.04,35.8,6.64
11-01-2024 18:00,16.29,0,39.83,10.39
11-01-2024 19:00,16.65,0.28,51.37,6.04
11-01-2024 20:00,13.98,0.18,51.33,7.07
11-01-2024 21:00,15.15,0,49.35,8.92
11-01-2024 22:00,10.25,0.53,42.22,9.57
11-01-2024 23:00,13.45,0,46.64,7.5
12-01-2024 00:00,14.49,0.68,46.69,6.8
12-01-2024 01:00,12.87,0.07,40.74,10.84
12-01-2024 02:00,17.06,0.05,53.88,11.48
12-01-2024 03:00,12.35,0,50.58,9.96
12-01-2024 04:00,13.71,0.28,44.91,8.17
12-01-2024 05:00,14.45,0,45.98,6.38
12-01-2024 06:00,16.29,0,46.72,6.34
12-01-2024 07:00,11.85,0,35.3,9.05
12-01-2024 08:00,15.63,0.01,44.1,8.84
12-01-2024 09:00,13.78,0,41.76,10.8
12-01-2024 10:00,12.18,0.1,39.99,9.3
12-01-2024 11:00,14.23,0.29,43.42,4.99
12-01-2024 12:00,13.71,0,53.65,10.1
12-01-2024 13:00,12.4,0.11,47.7,6
12-01-2024 14:00,13.29,0,41.47,7.23
12-01-2024 15:00,12.49,0.24,47.02,8.5
12-01-2024 16:00,13.13,0.19,50.99,11.99
12-01-2024 17:00,13.84,0.01,48.45,14.22
12-01-2024 18:00,15.11,0.1,43.95,9.21
12-01-2024 19:00,10.76,0,40.26,7.63
12-01-2024 20:00,15.71,0,46.82,9.07
12-01-2024 21:00,9.47,0.19,45.13,9.78
12-01-2024 22:00,12.07,0,47.47,7.36
12-01-2024 23:00,13.07,0,46.01,11.59
13-01-2024 00:00,12.5,0,47.92,8.46
13-01-2024 01:00,11.04,0.2,39.83,9
13-01-2024 02:00,11.56,0,48.93,9.33
13-01-2024 03:00,11.03,0,43.17,8.84
13-01-2024 04:00,10.78,0.1,52.4,9.68
13-01-2024 05:00,12.84,0.2,38.42,6.77
13-01-2024 06:00,12,0,50.39,6.88
13-01-2024 07:00,10.33,0,42.54,5.8
13-01-2024 08:00,12.62,0,38.13,8.88
13-01-2024 09:00,11.63,0,38.81,9.56
13-01-2024 10:00,12.3,0,39.47,8.92
13-01-2024 11:00,11.93,0.13,43.04,11.35
13-01-2024 12:00,9.65,0.06,43.38,7.99
13-01-2024 13:00,9.96,0.04,37.74,9.34
13-01-2024 14:00,11.83,0,40.33,5.82
13-01-2024 15:00,11.53,0.22,51.01,7.23
13-01-2024 16:00,10.5,0,48.79,9.39
13-01-2024 17:00,10.62,0.62,42.18,9.7
13-01-2024 18:00,12.28,0.05,40.04,7.41
13-01-2024 19:00,9.39,0,40.3,7.86
13-01-2024 20:00,11.01,0.08,42.61,4.96
13-01-2024 21:00,9.81,0,34.28,7.29
13-01-2024 22:00,9.71,0.08,37.96,9.78
13-01-2024 23:00,11.6,0,30.76,9.15
14-01-2024 00:00,11.11,0,40.95,9
14-01-2024 01:00,11.02,0.24,42.05,8.1
14-01-2024 02:00,11.68,0,36.25,8.01
14-01-2024 03:00,9.69,0.21,46.39,6.68
14-01-2024 04:00,10.61,0,32.25,9.4
14-01-2024 05:00,9.05,0.06,30.92,8.84
14-01-2024 06:00,9.93,0.09,39.22,8.98
14-01-2024 07:00,9.18,0,43.19,6.95
14-01-2024 08:00,9.46,0,46.24,3.69
14-01-2024 09:00,10.14,0,35.39,10.19
14-01-2024 10:00,7.96,0,42.94,7.04
14-01-2024 11:00,12.26,0,37.22,6.27
14-01-2024 12:00,7.55,0.06,36.41,9.39
14-01-2024 13:00,7.18,0.41,41.56,7.22
14-01-2024 14:00,10.69,0.26,40.27,10.12
14-01-2024 15:00,10.08,0.14,28.99,9.23
14-01-2024 16:00,9.78,0.16,44.12,9.37
14-01-2024 17:00,9.73,0.07,43.51,5.27
14-01-2024 18:00,8.72,0,33.35,10.42
14-01-2024 19:00,7.34,0.33,38.33,8.52
14-01-2024 20:00,8.76,0.07,38.7,7.26
14-01-2024 21:00,7.58,0.01,37.4,8.29
14-01-2024 22:00,10.02,0,33.22,4.45
14-01-2024 23:00,8.29,0,32.49,8.82
15-01-2024 00:00,7.23,0,35.6,5.94
15-01-2024 01:00,7.95,0.25,41.47,5.29
15-01-2024 02:00,9.01,0.01,38.2,4.96
15-01-2024 03:00,7.51,0,33.51,10.23
15-01-2024 04:00,7.09,0.6,39.11,6.74
15-01-2024 05:00,8.66,0,20.89,11.07
15-01-2024 06:00,8.63,0,40.76,6.93
15-01-2024 07:00,7.47,0,26.2,4.59
15-01-2024 08:00,7.5,0.12,32.97,5.77
15-01-2024 09:00,8.53,0.35,29.07,10.47
15-01-2024 10:00,5.98,0,28.09,7.69
15-01-2024 11:00,6.02,0.24,40.25,6.9
15-01-2024 12:00,7.04,0,32,8.32
15-01-2024 13:00,7.77,0.33,35.96,9
15-01-2024 14:00,8.54,0.13,33.89,10.23
15-01-2024 15:00,10.28,0.18,36.4,10.9
15-01-2024 16:00,9.33,0,34.3,7.28
15-01-2024 17:00,7.8,0.51,27.4,5.35
15-01-2024 18:00,8,0.11,38.69,7.17
15-01-2024 19:00,6.51,0,31.14,8.52
15-01-2024 20:00,7.98,0.2,25.73,6.07
15-01-2024 21:00,7.57,0,31.27,6.09
15-01-2024 22:00,8.49,0.26,40.82,8.69
15-01-2024 23:00,6.76,0,37.47,7.9
16-01-2024 00:00,8.78,0.09,31.38,8.07
16-01-2024 01:00,10.3,0.01,31.28,6.48
16-01-2024 02:00,7.84,0,31.33,7.54
16-01-2024 03:00,8.61,0,43.23,6.15
16-01-2024 04:00,9.05,0,34.67,9.78
16-01-2024 05:00,7.42,0,34.82,10.07
16-01-2024 06:00,8.37,0,37.74,4.31
16-01-2024 07:00,8.07,0.03,33.69,6.14
16-01-2024 08:00,8.21,0,31.12,5.01
16-01-2024 09:00,6.92,0,31.35,6.7
16-01-2024 10:00,8.13,0.12,31.89,7.83
16-01-2024 11:00,8.86,0,31.99,5.1
16-01-2024 12:00,10.31,0.32,35.73,6.16
16-01-2024 13:00,9.6,0.23,32.28,5.99
16-01-2024 14:00,11.41,0.07,35.6,8.41
16-01-2024 15:00,7.05,0.03,31.46,8.14
16-01-2024 16:00,9.54,0.3,32.19,6.56
16-01-2024 17:00,8.54,0,21.73,8.35
16-01-2024 18:00,11.58,0,36.23,6.91
16-01-2024 19:00,7.11,0,33.31,7.46
16-01-2024 20:00,7.1,0.17,36.5,11.35
16-01-2024 21:00,7.5,0,16.97,10.68
16-01-2024 22:00,5.25,0.02,41.83,5.4
16-01-2024 23:00,7.68,0.93,30.62,9.66
17-01-2024 00:00,7.37,0.24,36.8,9.62
17-01-2024 01:00,8.78,0,26,5.7
17-01-2024 02:00,9.11,0,34.2,9.64
17-01-2024 03:00,11.46,0.21,25.82,11.08
17-01-2024 04:00,10.12,0.03,27.91,5.75
17-01-2024 05:00,7.87,0,40.54,6.16
17-01-2024 06:00,7.44,0,29.97,10.04
17-01-2024 07:00,9.58,0.33,31.95,8.54
17-01-2024 08:00,6.91,0.07,35.17,9.1
17-01-2024 09:00,11.7,0.2,33.25,8.68
17-01-2024 10:00,10.77,0.27,31.47,8.78
17-01-2024 11:00,8.36,0.02,32.5,5.35
17-01-2024 12:00,6.55,0,42.65,10.09
17-01-2024 13:00,11.21,0,30.3,10.34
17-01-2024 14:00,9.07,0,31.55,7.54
17-01-2024 15:00,11.17,0,35.76,7.91
17-01-2024 16:00,6.98,0.15,36,4.94
17-01-2024 17:00,8.54,0.03,36.37,9.03
17-01-2024 18:00,9.52,0.3,33.59,9.14
17-01-2024 19:00,9.65,0,24.65,7.88
17-01-2024 20:00,8.98,0.04,38.5,10.25
17-01-2024 21:00,10.66,0.05,24.57,7.33
17-01-2024 22:00,8.2,0.03,31.78,9.13
17-01-2024 23:00,9.66,0.09,26.47,5.96
18-01-2024 00:00,10.13,0,29.89,7.95
18-01-2024 01:00,10.8,0,31.83,7.65
18-01-2024 02:00,11.18,0,31.77,8.45
18-01-2024 03:00,8.51,0,32.26,7.26
18-01-2024 04:00,7.97,0,38.19,7.74
18-01-2024 05:00,12.28,0.06,32.37,9.65
18-01-2024 06:00,10.94,0.45,28.87,7.13
18-01-2024 07:00,9.41,0.03,34.89,4.79
18-01-2024 08:00,12.95,0.12,36.01,11.5
18-01-2024 09:00,10.88,0,23.91,10.76
18-01-2024 10:00,12.57,0.05,33.02,5.42
18-01-2024 11:00,10.99,0,33.53,9.38
18-01-2024 12:00,14.07,0,28.53,6.99
18-01-2024 13:00,13.71,0,36.89,8.53
18-01-2024 14:00,10.8,0,29.26,8.59
18-01-2024 15:00,12.73,0,30.63,7.53
18-01-2024 16:00,12.33,0,29.14,6.43
18-01-2024 17:00,13.52,0,30.08,6.62
18-01-2024 18:00,10.12,0.56,24.52,6.17
18-01-2024 19:00,12.69,0,22.8,6.34
18-01-2024 20:00,13.36,0,37.98,7.87
18-01-2024 21:00,9.23,0,25.78,6.57
18-01-2024 22:00,10.2,0.04,25.06,9.36
18-01-2024 23:00,9.02,0,19.26,10.97
19-01-2024 00:00,11.78,0,26.84,6.84
19-01-2024 01:00,13.37,0,23.44,8.48
19-01-2024 02:00,14.65,0,38.27,9
19-01-2024 03:00,12.62,0,35.13,8.94
19-01-2024 04:00,15.06,0,26.65,8.15
19-01-2024 05:00,10.66,0,41.38,9.49
19-01-2024 06:00,10.29,0,35.04,8.96
19-01-2024 07:00,12.87,0,28.53,5.52
19-01-2024 08:00,13.65,0.17,17.68,9.74
19-01-2024 09:00,13.13,0.02,41.65,9.77
19-01-2024 10:00,10.2,0,23.28,6.47
19-01-2024 11:00,13.28,0,22.02,8.08
19-01-2024 12:00,11.58,0.39,35.39,9.37
19-01-2024 13:00,14.65,0,42.51,7.58
19-01-2024 14:00,14.32,0,37.26,10.15
19-01-2024 15:00,12.48,0.04,33.19,12.73
19-01-2024 16:00,13.24,0,33.38,6.43
19-01-2024 17:00,12.54,0,34.71,5.24
19-01-2024 18:00,14.15,0,34.28,8.61
19-01-2024 19:00,15.8,0.26,31.93,9.44
19-01-2024 20:00,13.01,0,31.08,7.54
19-01-2024 21:00,15.37,0.09,30.29,10.91
19-01-2024 22:00,13.94,0.84,26.88,5.32
19-01-2024 23:00,13.67,0,29.29,9.39
20-01-2024 00:00,14.83,0,22.27,6.79
20-01-2024 01:00,13.56,0,30.29,11.44
20-01-2024 02:00,14.41,0,25.89,11.99
20-01-2024 03:00,13.57,0,25.37,6.47
20-01-2024 04:00,18.44,0.33,31.84,6.9
20-01-2024 05:00,15.67,0.1,37.95,9.72
20-01-2024 06:00,14.7,0.04,35.64,7.23
20-01-2024 07:00,16.2,0,23.25,7.91
20-01-2024 08:00,15.84,0.2,26.21,8.05
20-01-2024 09:00,15.8,0.47,35.92,4.16
20-01-2024 10:00,17.18,0.19,26.37,7.97
20-01-2024 11:00,17.53,0,30.22,6.62
20-01-2024 12:00,15.72,0.05,34.16,7.01
20-01-2024 13:00,15.79,0,26.63,10.89
20-01-2024 14:00,16.37,0,32.07,5.49
20-01-2024 15:00,13.46,0,24.94,9.63
20-01-2024 16:00,14.77,0.04,28.67,7.44
20-01-2024 17:00,19.22,0.08,33.35,7.44
20-01-2024 18:00,19.77,0,23.85,9.58
20-01-2024 19:00,17.06,0,34.09,8.68
20-01-2024 20:00,18.43,0,31.87,9.14
20-01-2024 21:00,18.16,0,34.81,9.94
20-01-2024 22:00,22.44,0,33.24,7.34
20-01-2024 23:00,19.64,0,39.02,6.78
21-01-2024 00:00,17.9,0.13,32.91,5.83
21-01-2024 01:00,16.79,0,30.22,6.35
21-01-2024 02:00,15.94,0,33.06,13.9
21-01-2024 03:00,18.79,0,35.25,10.49
21-01-2024 04:00,17.48,0.42,32.86,5.3
21-01-2024 05:00,16.61,0.07,32.91,5.36
21-01-2024 06:00,17.9,0.08,29.28,8.96
21-01-2024 07:00,17.38,0,29.57,9.09
21-01-2024 08:00,21.66,0.03,25.96,9.1
21-01-2024 09:00,20.59,0,41.81,7.49
21-01-2024 10:00,19.38,0.05,26.94,7.75
21-01-2024 11:00,21.74,0.34,29.79,8.66
21-01-2024 12:00,19.77,0.04,29.76,8.17
21-01-2024 13:00,18.49,0.26,37.92,3.56
21-01-2024 14:00,22.2,0.11,32.07,7.54
21-01-2024 15:00,20.85,0,39.88,6.3
21-01-2024 16:00,18.61,0.32,30.38,8.35
21-01-2024 17:00,20.01,0,35.24,13.97
21-01-2024 18:00,19.11,0,29.78,8.73
21-01-2024 19:00,18.48,0,44.78,7.37
21-01-2024 20:00,22.07,0,28.23,9.84
21-01-2024 21:00,23.67,0,35.82,8.97
21-01-2024 22:00,18.83,0,37.55,8.84
21-01-2024 23:00,21.9,0,36.56,9.21
22-01-2024 00:00,20.2,0.02,33.67,12.11
22-01-2024 01:00,20.57,0,34.06,5.74
22-01-2024 02:00,20.54,0,35.04,8.95
22-01-2024 03:00,20.25,0.01,34.2,6.15
22-01-2024 04:00,21.74,0,39.87,9.11
22-01-2024 05:00,20.55,0.11,46.22,6.16
22-01-2024 06:00,22.32,0.06,32.5,7.17
22-01-2024 07:00,21.96,0.22,28.56,7.41
22-01-2024 08:00,21.79,0.09,35.09,9.95
22-01-2024 09:00,20.91,0,48.55,9.84
22-01-2024 10:00,21.52,0.07,31.75,5.51
22-01-2024 11:00,23.64,0,44.09,8.11
22-01-2024 12:00,23.37,0,44.41,6.58
22-01-2024 13:00,21.27,0.16,33.38,5.48
22-01-2024 14:00,23,0,39.12,7.57
22-01-2024 15:00,24.1,0.17,44.54,7.38
22-01-2024 16:00,20.58,0.2,34.63,12.85
22-01-2024 17:00,24.01,0.24,35.64,8.87
22-01-2024 18:00,22.31,0.35,33.88,5.24
22-01-2024 19:00,24.27,0,31.85,6.87
22-01-2024 20:00,22.38,0,33.81,10.04
22-01-2024 21:00,20.93,0.02,31.07,12.18
22-01-2024 22:00,21.3,0,37.49,4.83
22-01-2024 23:00,23.92,0.03,33.61,4.24
23-01-2024 00:00,24.34,0.09,38.76,11.74
23-01-2024 01:00,22.7,0.08,29.95,8.78
23-01-2024 02:00,25.12,0,39.52,6.26
23-01-2024 03:00,21.77,0,42.18,9.07
23-01-2024 04:00,24.27,0,28.18,2.73
23-01-2024 05:00,22.65,0,40.16,8.01
23-01-2024 06:00,23.59,0.29,44.57,8.66
23-01-2024 07:00,24.74,0,32.53,9.85
23-01-2024 08:00,23.47,0,47.08,5.97
23-01-2024 09:00,24.28,0,40.96,8.17
23-01-2024 10:00,26.46,0.06,35.49,6.15
